analyse_desc;PARAM;valeur;unite;STATION;VILLE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.1122;cmol+/kg;1677;SAINT-FRONT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.05591;cmol+/kg;1887;SAINT-MARTIN-DE-LANSUSCLE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.01793;cmol+/kg;2276;AULUS-LES-BAINS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.05953;cmol+/kg;2312;PORTA;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.03668;cmol+/kg;1686;PERIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;0.45320674777030945;g/kg;805;AUXERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.3653618097305298;g/kg;1992;PUIMOISSON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.390787959098816;g/kg;476;DAHLENHEIM;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;3.6657875776290894;g/kg;1996;LE;MAS;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;4.677610695362091;g/kg;2260;QUINTILLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.0461053252220154;g/kg;137;CRECY-SUR-SERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.1621183156967163;g/kg;2257;FESTES-ET-SAINT-ANDRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;0.6926040351390839;g/kg;1058;LOSNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;5.038451552391052;g/kg;1064;COMBES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.6487272083759308;g/kg;1310;VONNAS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.0440776646137238;g/kg;1274;CHENS-SUR-LEMAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.292563170194626;g/kg;1090;BENGY-SUR-CRAON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;0.9576692432165146;g/kg;1174;DREVANT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;0.9234851598739624;g/kg;926;LEVONCOURT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.4634692668914795;g/kg;870;MONTJUSTIN-ET-VELOTTE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.9743596017360687;g/kg;1837;BELCASTEL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.717769006888073;g/kg;400;BUSSY-LETTRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.7123063802719116;g/kg;1549;AUZON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;4.14933055639267;g/kg;215;MERCY-LE-HAUT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;7.193665504455566;g/kg;1464;AURIERES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.736062914133072;g/kg;288;BELVAL;SOUS;CHATILLON
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;6.561377048492432;g/kg;1587;TRIZAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.0621736347675323;g/kg;812;VITRY-EN-MONTAGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.8984444439411163;g/kg;644;ILLOUD;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;11.21005892753601;g/kg;1677;SAINT-FRONT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;3.3164596557617188;g/kg;1887;SAINT-MARTIN-DE-LANSUSCLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;6.555418968200684;g/kg;2276;AULUS-LES-BAINS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;7.39;g/kg;2312;PORTA;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;4.748905003070831;g/kg;1686;PERIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;24.9;-;805;AUXERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;10.1;-;1992;PUIMOISSON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;9.16;-;476;DAHLENHEIM;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;11.3;-;1996;LE;MAS;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;20.8;-;2260;QUINTILLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;8.47;-;137;CRECY-SUR-SERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;15.4;-;2257;FESTES-ET-SAINT-ANDRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;9.61;-;1058;LOSNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;9.7;-;1064;COMBES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;8.41;-;1310;VONNAS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;10.6;-;1274;CHENS-SUR-LEMAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;10.2;-;1090;BENGY-SUR-CRAON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;13.1;-;1174;DREVANT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;15.6;-;926;LEVONCOURT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;11.4;-;870;MONTJUSTIN-ET-VELOTTE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;10.6;-;1837;BELCASTEL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;8.84;-;400;BUSSY-LETTRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;12.5;-;1549;AUZON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;13.1;-;215;MERCY-LE-HAUT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;14.1;-;1464;AURIERES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;13.9;-;288;BELVAL;SOUS;CHATILLON
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;9.87;-;1587;TRIZAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;14.0;-;812;VITRY-EN-MONTAGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;12.9;-;644;ILLOUD;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;11.0;-;1677;SAINT-FRONT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;17.0;-;1887;SAINT-MARTIN-DE-LANSUSCLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;15.7;-;2276;AULUS-LES-BAINS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;13.5;-;2312;PORTA;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;C/N;11.6;-;1686;PERIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;332;g/kg;1366;MAZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;9;g/kg;1826;GREZET-CAVAGNAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;302;g/kg;2076;ARLES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;138;g/kg;2011;GOUTZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;199;g/kg;1875;CASTELNAU-MONTRATIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1537;EYZERAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1166;SAINT-PIERRE-DE-MAILLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;591;g/kg;1660;SAINT-LAURENT-DES-BATONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;408;g/kg;1491;PLASSAC-ROUFFIAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;11;g/kg;1243;SOUVIGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;2;g/kg;609;BEDEE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;17;g/kg;2034;LAURIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;408;SAIZERAIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;792;SAVIGNY-SUR-BRAYE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;142;g/kg;2205;EVENOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;620;AVESNES-EN-SAOSNOIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;171;g/kg;1893;CAIRANNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1180;MALTAT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;152;LINTOT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;423;GUICLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1141;TAGNIERE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;157;MENERVAL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1694;LANTON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;2021;BELMONT-SUR-RANCE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;3;g/kg;1706;CALES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;237;g/kg;1556;PEAGE-DE-ROUSSILLON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;730;MAISONCELLES-DU-MAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1372;SAINT-MAURICE-DES-LIONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;257;g/kg;1477;BREGNIER-CORDON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1030;PLAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;788;MEZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;45;g/kg;1237;TRANCHE-SUR-MER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;2142;LESCAR;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;786;g/kg;291;SUIPPES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;2182;LAGOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;827;ILE-D'ARZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;254;g/kg;391;PARIS;6E;ARRONDISSEMENT
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;52;g/kg;633;PONT-SUR-YONNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;385;g/kg;1768;AUCELON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;805;AUXERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;438;g/kg;1992;PUIMOISSON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;10;g/kg;476;DAHLENHEIM;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;247;g/kg;1996;LE;MAS;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;3;g/kg;2260;QUINTILLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;6;g/kg;137;CRECY-SUR-SERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;7;g/kg;2257;FESTES-ET-SAINT-ANDRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;5;g/kg;1058;LOSNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;12;g/kg;1064;COMBES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;179;g/kg;1310;VONNAS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1274;CHENS-SUR-LEMAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;71;g/kg;1090;BENGY-SUR-CRAON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;24;g/kg;1174;DREVANT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;6;g/kg;926;LEVONCOURT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;870;MONTJUSTIN-ET-VELOTTE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1837;BELCASTEL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;805.3333333333334;g/kg;400;BUSSY-LETTRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;2;g/kg;1549;AUZON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;229;g/kg;215;MERCY-LE-HAUT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;3;g/kg;1464;AURIERES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;79;g/kg;288;BELVAL;SOUS;CHATILLON
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;3;g/kg;1587;TRIZAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;8;g/kg;812;VITRY-EN-MONTAGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;2;g/kg;644;ILLOUD;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1677;SAINT-FRONT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1887;SAINT-MARTIN-DE-LANSUSCLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;3;g/kg;2276;AULUS-LES-BAINS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;2312;PORTA;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;calc;1;g/kg;1686;PERIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;11.397470235824585;g/kg;805;AUXERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;66.39669895172119;g/kg;1992;PUIMOISSON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;13.93323540687561;g/kg;476;DAHLENHEIM;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;71.03241443634033;g/kg;1996;LE;MAS;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;97.72199630737305;g/kg;2260;QUINTILLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;9.579356908798218;g/kg;137;CRECY-SUR-SERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;18.734605312347412;g/kg;2257;FESTES-ET-SAINT-ANDRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;7.25490927696228;g/kg;1058;LOSNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;50.312323570251465;g/kg;1064;COMBES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;35.348641872406006;g/kg;1310;VONNAS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;21.832242012023926;g/kg;1274;CHENS-SUR-LEMAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;31.816697120666504;g/kg;1090;BENGY-SUR-CRAON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;15.43239951133728;g/kg;1174;DREVANT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;15.104057788848877;g/kg;926;LEVONCOURT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;16.744465827941895;g/kg;870;MONTJUSTIN-ET-VELOTTE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;20.998435020446777;g/kg;1837;BELCASTEL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;111.82562192281034;g/kg;400;BUSSY-LETTRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;34.197072982788086;g/kg;1549;AUZON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;81.87658309936523;g/kg;215;MERCY-LE-HAUT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;101.86739921569824;g/kg;1464;AURIERES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;33.61732244491577;g/kg;288;BELVAL;SOUS;CHATILLON
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;65.1100492477417;g/kg;1587;TRIZAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;29.818270206451416;g/kg;812;VITRY-EN-MONTAGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;24.69186544418335;g/kg;644;ILLOUD;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;123.1473445892334;g/kg;1677;SAINT-FRONT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;56.47512435913086;g/kg;1887;SAINT-MARTIN-DE-LANSUSCLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;103.5472297668457;g/kg;2276;AULUS-LES-BAINS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;99.79962348937988;g/kg;2312;PORTA;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;55.33552646636963;g/kg;1686;PERIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;11.277470235824586;g/kg;805;AUXERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;13.836698951721196;g/kg;1992;PUIMOISSON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;12.733235406875611;g/kg;476;DAHLENHEIM;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;41.39241443634033;g/kg;1996;LE;MAS;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;97.36199630737305;g/kg;2260;QUINTILLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;8.859356908798217;g/kg;137;CRECY-SUR-SERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;17.894605312347412;g/kg;2257;FESTES-ET-SAINT-ANDRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;6.654909276962281;g/kg;1058;LOSNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;48.87232357025147;g/kg;1064;COMBES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;13.868641872406005;g/kg;1310;VONNAS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;21.712242012023925;g/kg;1274;CHENS-SUR-LEMAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;23.296697120666504;g/kg;1090;BENGY-SUR-CRAON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;12.552399511337281;g/kg;1174;DREVANT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;14.384057788848876;g/kg;926;LEVONCOURT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;16.624465827941894;g/kg;870;MONTJUSTIN-ET-VELOTTE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;20.998435020446777;g/kg;1837;BELCASTEL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;15.185621922810341;g/kg;400;BUSSY-LETTRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;33.957072982788084;g/kg;1549;AUZON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;54.39658309936523;g/kg;215;MERCY-LE-HAUT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;101.50739921569824;g/kg;1464;AURIERES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;24.13732244491577;g/kg;288;BELVAL;SOUS;CHATILLON
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;64.7500492477417;g/kg;1587;TRIZAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;28.858270206451415;g/kg;812;VITRY-EN-MONTAGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;24.45186544418335;g/kg;644;ILLOUD;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;123.0273445892334;g/kg;1677;SAINT-FRONT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;56.47512435913086;g/kg;1887;SAINT-MARTIN-DE-LANSUSCLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;103.1872297668457;g/kg;2276;AULUS-LES-BAINS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;99.67962348937988;g/kg;2312;PORTA;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;55.21552646636963;g/kg;1686;PERIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;9.87;-;1366;MAZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;9.11;-;1826;GREZET-CAVAGNAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;10.9;-;2076;ARLES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;8.16;-;2011;GOUTZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;13.9;-;1875;CASTELNAU-MONTRATIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;11.3;-;1537;EYZERAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;10.8;-;1166;SAINT-PIERRE-DE-MAILLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;8.51;-;1660;SAINT-LAURENT-DES-BATONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;11.7;-;1491;PLASSAC-ROUFFIAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;9.89;-;1243;SOUVIGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;10.3;-;609;BEDEE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;13.5;-;2034;LAURIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;10.6;-;408;SAIZERAIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;22.1;-;792;SAVIGNY-SUR-BRAYE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;19.4;-;2205;EVENOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;15.3;-;620;AVESNES-EN-SAOSNOIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;10.7;-;1893;CAIRANNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;9.91;-;223;SAINTE-MARGUERITE-D'ELLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;11.0;-;1180;MALTAT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;9.87;-;152;LINTOT;;
