analyse_desc;PARAM;valeur;unite;STATION;VILLE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.2099;cmol+/kg;792;SAVIGNY-SUR-BRAYE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;1.494;cmol+/kg;2205;EVENOS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.8507;cmol+/kg;620;AVESNES-EN-SAOSNOIS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.5866;cmol+/kg;1893;CAIRANNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;1.806;cmol+/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.7616;cmol+/kg;1180;MALTAT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.886;cmol+/kg;152;LINTOT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;1.151;cmol+/kg;423;GUICLAN;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.2892;cmol+/kg;1141;TAGNIERE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.8033;cmol+/kg;157;MENERVAL;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.0559;cmol+/kg;1694;LANTON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.8213;cmol+/kg;2021;BELMONT-SUR-RANCE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;1.419;cmol+/kg;1706;CALES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.4656;cmol+/kg;1556;PEAGE-DE-ROUSSILLON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;1.334;cmol+/kg;730;MAISONCELLES-DU-MAINE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.9684;cmol+/kg;1372;SAINT-MAURICE-DES-LIONS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.6108;cmol+/kg;1477;BREGNIER-CORDON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.5378;cmol+/kg;1030;PLAINE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.1949;cmol+/kg;788;MEZERAY;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;2.707;cmol+/kg;1237;TRANCHE-SUR-MER;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.3375;cmol+/kg;2142;LESCAR;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.2814;cmol+/kg;291;SUIPPES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.6587;cmol+/kg;2182;LAGOS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;1.176;cmol+/kg;827;ILE-D'ARZ;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.726;cmol+/kg;391;PARIS;6E;ARRONDISSEMENT
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;1.267;cmol+/kg;633;PONT-SUR-YONNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mg;0.8148;cmol+/kg;1768;AUCELON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;1366;MAZERAY;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;1826;GREZET-CAVAGNAN;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;2076;ARLES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;2011;GOUTZ;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;1875;CASTELNAU-MONTRATIER;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0738;cmol+/kg;1537;EYZERAC;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0317;cmol+/kg;1166;SAINT-PIERRE-DE-MAILLE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;1660;SAINT-LAURENT-DES-BATONS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;1491;PLASSAC-ROUFFIAC;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0064;cmol+/kg;1243;SOUVIGNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0168;cmol+/kg;609;BEDEE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0081;cmol+/kg;2034;LAURIS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0862;cmol+/kg;408;SAIZERAIS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.1699;cmol+/kg;792;SAVIGNY-SUR-BRAYE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;2205;EVENOS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.2148;cmol+/kg;620;AVESNES-EN-SAOSNOIS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;1893;CAIRANNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0541;cmol+/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.1138;cmol+/kg;1180;MALTAT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.093;cmol+/kg;152;LINTOT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.078;cmol+/kg;423;GUICLAN;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.414;cmol+/kg;1141;TAGNIERE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0783;cmol+/kg;157;MENERVAL;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.006;cmol+/kg;1694;LANTON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0393;cmol+/kg;2021;BELMONT-SUR-RANCE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0609;cmol+/kg;1706;CALES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;1556;PEAGE-DE-ROUSSILLON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0781;cmol+/kg;730;MAISONCELLES-DU-MAINE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.4361;cmol+/kg;1372;SAINT-MAURICE-DES-LIONS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;1477;BREGNIER-CORDON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0883;cmol+/kg;1030;PLAINE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.176;cmol+/kg;788;MEZERAY;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;1237;TRANCHE-SUR-MER;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0637;cmol+/kg;2142;LESCAR;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;291;SUIPPES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.081;cmol+/kg;2182;LAGOS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0997;cmol+/kg;827;ILE-D'ARZ;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;391;PARIS;6E;ARRONDISSEMENT
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.0169;cmol+/kg;633;PONT-SUR-YONNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Mn;0.005;cmol+/kg;1768;AUCELON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.08804;cmol+/kg;1366;MAZERAY;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.05047;cmol+/kg;1826;GREZET-CAVAGNAN;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;1.22739;cmol+/kg;2076;ARLES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.06029;cmol+/kg;2011;GOUTZ;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.03465;cmol+/kg;1875;CASTELNAU-MONTRATIER;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.06819;cmol+/kg;1537;EYZERAC;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.05012;cmol+/kg;1166;SAINT-PIERRE-DE-MAILLE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02095;cmol+/kg;1660;SAINT-LAURENT-DES-BATONS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.08441;cmol+/kg;1491;PLASSAC-ROUFFIAC;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.08744;cmol+/kg;1243;SOUVIGNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.09913;cmol+/kg;609;BEDEE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.08091;cmol+/kg;2034;LAURIS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.03665;cmol+/kg;408;SAIZERAIS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.01182;cmol+/kg;792;SAVIGNY-SUR-BRAYE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.07143;cmol+/kg;2205;EVENOS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.04276;cmol+/kg;620;AVESNES-EN-SAOSNOIS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02107;cmol+/kg;1893;CAIRANNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.11278;cmol+/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02297;cmol+/kg;1180;MALTAT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.0464;cmol+/kg;152;LINTOT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.09149;cmol+/kg;423;GUICLAN;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02401;cmol+/kg;1141;TAGNIERE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.04611;cmol+/kg;157;MENERVAL;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.01273;cmol+/kg;1694;LANTON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.04638;cmol+/kg;2021;BELMONT-SUR-RANCE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.06767;cmol+/kg;1706;CALES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02216;cmol+/kg;1556;PEAGE-DE-ROUSSILLON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.05387;cmol+/kg;730;MAISONCELLES-DU-MAINE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.05391;cmol+/kg;1372;SAINT-MAURICE-DES-LIONS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.01126;cmol+/kg;1477;BREGNIER-CORDON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.03796;cmol+/kg;1030;PLAINE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02514;cmol+/kg;788;MEZERAY;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.22215;cmol+/kg;1237;TRANCHE-SUR-MER;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02235;cmol+/kg;2142;LESCAR;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.01057;cmol+/kg;291;SUIPPES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.05159;cmol+/kg;2182;LAGOS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.13884;cmol+/kg;827;ILE-D'ARZ;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.03207;cmol+/kg;391;PARIS;6E;ARRONDISSEMENT
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.05359;cmol+/kg;633;PONT-SUR-YONNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.17423;cmol+/kg;1768;AUCELON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.1288;cmol+/kg;805;AUXERRE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.4545;cmol+/kg;1992;PUIMOISSON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.4749;cmol+/kg;476;DAHLENHEIM;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.7545;cmol+/kg;1996;LE;MAS;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.5397;cmol+/kg;2260;QUINTILLAN;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.3883;cmol+/kg;137;CRECY-SUR-SERRE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.2396;cmol+/kg;2257;FESTES-ET-SAINT-ANDRE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.2062;cmol+/kg;1058;LOSNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.4552;cmol+/kg;1064;COMBES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.3588;cmol+/kg;1310;VONNAS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.1639;cmol+/kg;1274;CHENS-SUR-LEMAN;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.869;cmol+/kg;1090;BENGY-SUR-CRAON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.3648;cmol+/kg;1174;DREVANT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.2203;cmol+/kg;926;LEVONCOURT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.507;cmol+/kg;870;MONTJUSTIN-ET-VELOTTE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.2122;cmol+/kg;1837;BELCASTEL;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.861;cmol+/kg;400;BUSSY-LETTRE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.2636;cmol+/kg;1549;AUZON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.737;cmol+/kg;215;MERCY-LE-HAUT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.3081;cmol+/kg;1464;AURIERES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;1.075;cmol+/kg;288;BELVAL;SOUS;CHATILLON
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.1866;cmol+/kg;1587;TRIZAC;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.3186;cmol+/kg;812;VITRY-EN-MONTAGNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.2221;cmol+/kg;644;ILLOUD;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.4541;cmol+/kg;1677;SAINT-FRONT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.129;cmol+/kg;1887;SAINT-MARTIN-DE-LANSUSCLE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.1986;cmol+/kg;2276;AULUS-LES-BAINS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.3023;cmol+/kg;2312;PORTA;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;K;0.2841;cmol+/kg;1686;PERIER;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02453;cmol+/kg;805;AUXERRE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02912;cmol+/kg;1992;PUIMOISSON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.04671;cmol+/kg;476;DAHLENHEIM;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02729;cmol+/kg;1996;LE;MAS;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.09997;cmol+/kg;2260;QUINTILLAN;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.14146;cmol+/kg;137;CRECY-SUR-SERRE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.04562;cmol+/kg;2257;FESTES-ET-SAINT-ANDRE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.01068;cmol+/kg;1058;LOSNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.05165;cmol+/kg;1064;COMBES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.03592;cmol+/kg;1310;VONNAS;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.04487;cmol+/kg;1274;CHENS-SUR-LEMAN;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.09607;cmol+/kg;1090;BENGY-SUR-CRAON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.01344;cmol+/kg;1174;DREVANT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02172;cmol+/kg;926;LEVONCOURT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.02229;cmol+/kg;870;MONTJUSTIN-ET-VELOTTE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.03538;cmol+/kg;1837;BELCASTEL;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.01525;cmol+/kg;400;BUSSY-LETTRE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.07448;cmol+/kg;1549;AUZON;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.06242;cmol+/kg;215;MERCY-LE-HAUT;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.10553;cmol+/kg;1464;AURIERES;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.05695;cmol+/kg;288;BELVAL;SOUS;CHATILLON
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.15883;cmol+/kg;1587;TRIZAC;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.04404;cmol+/kg;812;VITRY-EN-MONTAGNE;;
Al, Ca, Fe, Mg, Mn, K (ICP-AES), Na (MP/AES) échang cobaltihexammine-cmol+/kg;Na;0.04693;cmol+/kg;644;ILLOUD;;
