varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,metric,n_replicates,relative_delta_med,relative_delta_p10,relative_delta_p90
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,alpha_q2,5,9.714755060023776,8.951667011360422,10.183971248524927
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,gamma,5,126.92307692307692,109.87012987012987,145.6421052631579
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_bray_curtis,5,0.32515666357569895,0.14222970308388028,0.5231328881368142
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_jaccard,5,3.482805256758609,3.1784610412535015,4.39465826872609
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_occupancy,5,-39.397298637649875,-44.02489614477973,-34.165697671111154
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,mean_sorensen,5,5.726896776064928,5.203331081695935,7.233631494194379
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,alpha_q0,5,67.39305891848267,63.62341173917375,72.94778781077648
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,alpha_q1,5,32.8721386453436,32.00656054359913,35.451111010525
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,alpha_q2,5,19.35716492784049,18.686499754671445,20.22387176978023
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,gamma,5,155.84415584415584,138.96769896769896,177.78947368421052
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,mean_bray_curtis,5,0.4700073404407507,0.18234060886758113,0.7795469329891591
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,mean_jaccard,5,4.356728440230531,3.7541329312015383,5.899903755512952
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,mean_occupancy,5,-36.24067596017985,-37.72528734356354,-30.331301000112827
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,mean_sorensen,5,7.1904605457517565,6.191060461388979,9.817838539439114
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,alpha_q0,5,8.123249299719893,6.75965306753354,9.927839129365722
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,alpha_q1,5,2.9465252787439735,2.595785699334345,3.6814780285536584
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,alpha_q2,5,1.5571266213917039,1.4156623937964121,1.9305640173072667
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,gamma,5,60.256410256410255,59.74025974025974,74.33684210526316
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,mean_bray_curtis,5,0.11398102132692936,0.0873716087403878,0.1389693234313023
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,mean_jaccard,5,1.4520420980123891,1.3152016255596966,1.8831711461335159
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,mean_occupancy,5,-33.37717516746936,-37.261675673496924,-31.973221365341125
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,mean_sorensen,5,2.327969067683027,2.120154631266611,3.035302890845175
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,alpha_q0,5,111.48459383753499,106.03804591880606,127.59207736152678
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,alpha_q1,5,72.16761785552062,65.17513071345574,77.48377684447266
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,alpha_q2,5,45.628309875235004,40.75273118866472,48.14249544389564
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,gamma,5,172.72727272727272,161.998001998002,194.50526315789472
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,mean_bray_curtis,5,-0.18465305322159314,-0.20148171692469657,0.4381626230125243
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,mean_jaccard,5,3.2734234315571475,2.792639517529225,4.3346080947277
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,mean_occupancy,5,-21.459752051684994,-24.504153927852123,-19.59594422634177
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,mean_sorensen,5,5.293574868949485,4.557755139949993,7.082815633994793
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,alpha_q0,5,23.552735923869925,22.85198907008177,26.17243999048894
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,alpha_q1,5,10.042361336522621,9.451481424255876,10.406597781714979
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,alpha_q2,5,5.360352708673654,5.254948599496866,5.757576235181867
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,gamma,5,119.48051948051948,103.88611388611389,138
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,mean_bray_curtis,5,0.2682070136850642,0.22016279247526638,0.4117512745944142
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,mean_jaccard,5,3.4167793224602905,2.9735592994793354,4.1541229597357505
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,mean_occupancy,5,-43.706741620485296,-47.240035367206644,-39.36196213066866
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,mean_sorensen,5,5.567431613651944,4.856487949461192,6.838939916353364
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,alpha_q0,5,39.40242763772176,36.88788915717246,43.1227347239559
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,alpha_q1,5,17.34667891041741,16.657022042927373,18.219672799684353
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,alpha_q2,5,9.641556882806961,9.380681261601863,10.075212849436905
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,gamma,5,138.96103896103895,125.55444555444555,157.57894736842104
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,mean_bray_curtis,5,0.4220796928890553,0.2381738677946309,0.5809404995865599
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,mean_jaccard,5,4.147801500104625,3.535101432849079,5.396839215069291
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,mean_occupancy,5,-42.8201392959349,-44.55721770597021,-38.544575865997786
mean_genera_per_family,Mean genera per family,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,mean_sorensen,5,6.8249704032219976,5.808708616706053,8.919535796057298
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,alpha_q0,5,-2.307009760425923,-2.8080360181646684,-1.7732876920263316
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,alpha_q1,5,-2.492759791414005,-3.5594228297704364,-1.660719390107531
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,alpha_q2,5,-2.537940377329626,-4.2529639529512036,-1.3304565307188796
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,gamma,5,-7.6923076923076925,-8.643198906356801,-4.197402597402599
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,mean_bray_curtis,5,-1.6668325799927095,-2.029135779429838,-1.4899192755284036
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,mean_jaccard,5,-1.7870586639766466,-2.033647582328787,-1.3541566133488216
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,mean_occupancy,5,5.070281124497987,2.1207622307299796,7.125700980726078
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,mean_sorensen,5,-2.936902058803184,-3.3559076330814204,-2.1942579517299023
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,alpha_q0,5,-33.5423197492163,-33.69021041386948,-32.83820072261403
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,alpha_q1,5,-23.98529762832205,-24.318379487994143,-23.423215904665703
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,alpha_q2,5,-17.641519920824532,-18.071747576055934,-17.209527039041937
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,gamma,5,-36.36363636363637,-37.047980482515584,-35.90138674884438
